supermarket,category,name,price,reference_price,reference_unit,insert_date
dia-es,perfumeria_higiene_salud,Maquinilla de afeitar + 2 recambios GILLETTE MACH3  BLISTER 1 UD,11.99,11.99,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bálsamo after shave NIVEA   FRASCO 100 ML,5.95,5.95,,2023-07-10
dia-es,perfumeria_higiene_salud,Recambios hojas de afeitar 2 filos IMAQE  BLISTER 10 UD,1.89,0.19,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Recambios maquinilla de afeitar 5 hojas IMAQE  CAJA 4 UD,5.99,1.5,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable WILKINSON   BOLSA 16 UD,12.39,0.77,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable WILKINSON   BOLSA 15 UD,6.99,0.47,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla de afeitar recargable 5 hojas hombre BONTE HOMME  BLISTER 1 UD,5.05,5.05,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Loción after shave AQUA VELVA   400 ML,8.25,2.06,,2023-07-10
dia-es,perfumeria_higiene_salud,Loción after shave BRUMMEL   FRASCO 125 ML,5.79,4.63,,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable mujer GILLETTE BLUE II BLUE II PLUS BLISTER 5 UD,3.39,0.68,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla confortglide spa breeze GILLETTE VENUS  BLISTER 1 UD,8.99,8.99,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Banda depilatoria facial aloe vera IMAQE  FRASCO 16 UD,1.35,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla confortglide spa breeze recambio GILLETTE VENUS  BLISTER 4 UD,15.99,4.0,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla depilación dos hojas  IMAQE  BOLSA 10 UD,2.15,0.22,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable mujer WILKINSON   BLISTER 7 UD,3.69,0.53,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bandas de cera depilatoria corporal aloe vera IMAQE  ESTUCHE 20 UD,1.79,0.09,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla depilación 3 hojas  IMAQE  BOLSA 4 UD,2.65,0.66,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla confortglide spa breeze recambio GILLETTE VENUS  BLISTER 4 UD,15.99,4.0,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bandas de cera depilatoria facial VEET   CAJA 20 UD,4.95,0.25,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Crema gel depilatoria hidratante BODY NATUR   TUBO 200 ML,3.55,1.78,,2023-07-10
dia-es,perfumeria_higiene_salud,Cera depilatoria caliente IMAQE  BOTE 100 ML,2.75,2.75,,2023-07-10
dia-es,perfumeria_higiene_salud,Gel crema depilatorio corporal piel sensible VEET   TUBO 200 ML,4.99,2.5,,2023-07-10
dia-es,perfumeria_higiene_salud,Crema depilatoria piel sensible VEET   TUBO 200 ML,4.99,2.5,,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla confortglide spa breeze GILLETTE VENUS  BLISTER 1 UD,8.99,8.99,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bandas de cera depilatoria corporal VEET   CAJA 20 UD,5.49,0.27,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable mujer doble hoja BONTE PROFESSIONAL  BLISTER 10 UD,2.09,0.21,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla confortglide + 4 recambios GILLETTE VENUS  ESTUCHE 1 UD,14.99,14.99,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable mujer WILKINSON   BLISTER 8 UD,7.59,0.95,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla de afeitar WILKINSON   CAJA 1 UD,5.99,5.99,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bandas de cera depilatoria para axilas piel sensible VEET   CAJA 12 UD,4.49,0.37,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable mujer WILKINSON   BLISTER 4 UD,4.39,1.1,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla desechable GILLETTE VENUS SIMPLY BLISTER 3 UD,2.19,0.73,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bandas de cera depilatoria piel normal VEET   CAJA 20 UD,6.99,0.35,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Maquinilla de afeitar recargable 3 hojas mujer + 4 recambios BONTE PROFESSIONAL  BLISTER 1 UD,4.75,4.75,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Loción postdepilatoria hidrata y calma la piel BONTE PROFESSIONAL  TUBO 200 ML,2.79,1.4,,2023-07-10
dia-es,perfumeria_higiene_salud,Banda cera fría facial piel normal VEET   CAJA 16 UD,5.49,0.34,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Crema depilatoria piel normal VEET   TUBO 200 ML,6.99,3.5,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia spring BONTE EVERYDAY  FRASCO 750 ML,1.97,0.26,,2023-07-10
dia-es,perfumeria_higiene_salud,Body mist coconut lover FLOR DE MAYO   FRASCO 200 ML,2.59,1.3,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia lavanda BONTE EVERYDAY  FRASCO 750 ML,1.97,0.26,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia corporal tropical COQUETTE   FRASCO 200 ML,2.99,1.5,,2023-07-10
dia-es,perfumeria_higiene_salud,Agua de colonia clásica fresh S3   FRASCO 750 ML,3.47,0.46,,2023-07-10
dia-es,perfumeria_higiene_salud,Agua de colonia gotas frescas INSTITUTO ESPAÑOL   FRASCO 250 ML,4.97,1.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Agua de colonia original HENO DE PRAVIA   FRASCO 780 ML,3.45,0.44,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia blush mini FLOR DE MAYO   FRASCO 22 ML,1.75,7.95,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia bergamota AROME DE FLEUR   FRASCO 150 ML,5.99,3.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Agua de colonia gotas frescas INSTITUTO ESPAÑOL   FRASCO 750 ML,7.97,1.06,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia de coco FRUITS ATTRACTION   FRASCO 100 ML,4.85,4.85,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia urban wood man NIKE   FRASCO 30 ML,3.09,10.3,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia muy mío BUSTAMANTE   FRASCO 100 ML,6.95,6.95,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia blue mini FLOR DE MAYO   FRASCO 23 ML,1.6,6.96,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia shiny rainbo ICE CREAM   CAJA 1 UD,3.29,3.29,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia ultra green NIKE   FRASCO 30 ML,3.09,10.3,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia de mango FRUITS ATTRACTION   FRASCO 100 ML,4.85,4.85,,2023-07-10
dia-es,perfumeria_higiene_salud,Agua de colonia glicerina y té blanco HENO DE PRAVIA   FRASCO 780 ML,3.45,0.44,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia corporal verbena COQUETTE   FRASCO 200 ML,2.99,1.5,,2023-07-10
dia-es,perfumeria_higiene_salud,Set de colonia wow FLOR DE MAYO   FRASCO 28 ML,3.5,12.5,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia sweet explos ICE CREAM   CAJA 1 UD,3.29,3.29,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia autum FLOR DE MAYO   FRASCO 25 ML,1.65,6.6,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia spring mini FLOR DE MAYO   FRASCO 25 ML,1.65,6.6,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia sweet blosson NIKE   FRASCO 150 ML,14.39,9.59,,2023-07-10
dia-es,perfumeria_higiene_salud,Mini colonia ms. gold FLOR DE MAYO   FRASCO 20 ML,1.55,7.75,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia ultra blue man NIKE   FRASCO 30 ML,3.05,10.17,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia verbena AROME DE FLEUR   FRASCO 150 ML,5.95,3.97,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia neroli AROME DE FLEUR   FRASCO 150 ML,5.95,3.97,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia flores blancas AROME DE FLEUR   FRASCO 150 ML,5.99,3.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia caramelo mini FLOR DE MAYO   FRASCO 25 ML,1.65,6.6,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia acqua uomo TITTO BLUNI   FRASCO 150 ML,9.9,66.0,l,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia índigo NIKE   FRASCO 200 ML,10.39,5.2,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia jazz aromatic MELODY   FRASCO 100 ML,4.09,4.09,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia sonata dulce MELODY   FRASCO 100 ML,4.09,4.09,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia sparkling woman NIKE   FRASCO 30 ML,3.09,10.3,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia satin dolls HANNIBAL LAGUNA   BOTE 150 ML,9.99,6.66,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia de vainilla FRUITS ATTRACTION   FRASCO 100 ML,4.85,4.85,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia mujer DON ALGODON   FRASCO 200 ML,11.95,5.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia tokyo DICORA   CAJA 100 ML,9.99,9.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia london DICORA   CAJA 100 ML,9.99,9.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia nyc DICORA   CAJA 100 ML,9.99,9.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia milan DICORA   CAJA 100 ML,9.99,99.9,l,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia eterna VICKY MARTIN   CAJA 100 ML,11.95,11.95,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia grande más dos colonias pequeñas más colgador puerta EMOJI   PACK 1 UD,13.99,13.99,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia más vaso FROZEN   PACK 50 ML,13.99,27.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Pack colonia más vaso PAW PATROL   PACK 50 ML,13.99,27.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia no filters BONTE BY BONTE  ESTUCHE 100 ML,8.0,8.0,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia poseidon gold for men POSEIDON   FRASCO 150 ML,12.25,8.17,,2023-07-10
dia-es,perfumeria_higiene_salud,Agua de colonia gotas frescas INSTITUTO ESPAÑOL   FRASCO 750 ML,9.95,1.33,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia rosé AIRE DE SEVILLA   FRASCO 150 ML,11.97,7.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia pink woman NIKE   FRASCO 30 ML,3.09,10.3,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia índigo man NIKE   FRASCO 30 ML,3.05,10.17,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia corporal FROZEN   FRASCO 200 ML,7.25,3.63,,2023-07-10
dia-es,perfumeria_higiene_salud,Pack colonia más desodorante TITTO BLUNI   75 ML,12.25,163.33,l,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia agua fresca de rosas AIRE DE SEVILLA   FRASCO 150 ML,10.47,6.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia agua fresca de azahar AIRE DE SEVILLA   FRASCO 150 ML,10.47,6.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia legend fragancia amaderada BONTE BY BONTE  BOTE 100 ML,6.99,6.99,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia corporal fresca SPIDERMAN   FRASCO 200 ML,5.25,2.63,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia muy mío sport BUSTAMANTE   FRASCO 100 ML,6.95,6.95,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia BRUMMEL   FRASCO 250 ML,9.95,3.98,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia BRUMMEL   125 ML,7.99,6.39,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia lavanda PUIG   FRASCO 750 ML,3.65,0.49,,2023-07-10
dia-es,perfumeria_higiene_salud,Colonia SPORTMAN   150 ML,10.79,7.19,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos líquido aloe vera IMAQE  BOTE 500 ML,0.9,0.18,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos DOVE  pack 2 unidades 180 GR,2.09,1.16,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos aloe vera IMAQE  BOTE 500 ML,0.75,0.15,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos almendra y miel IMAQE  BOTE 500 ML,0.95,0.19,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos frutos exóticos IMAQE  BOTE 500 ML,1.39,0.28,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos líquido rosa y jazmín IMAQE  BOTE 500 ML,1.39,0.28,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos delicate care 3 unidades PALMOLIVE   270 GR,2.25,0.83,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos líquido neutralizador de olores IMAQE  BOTE 500 ML,1.59,0.32,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos líquido almendra y miel IMAQE  BOTE 500 ML,1.3,0.26,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos infantil PLANETA JUNIOR  BOTE 500 ML,1.35,0.27,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón de manos DOVE  pack 2 unidades 180 GR,2.09,1.16,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos almendra PALMOLIVE   BOTE 300 ML,2.39,0.8,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos kitchen lima PALMOLIVE   BOTE 300 ML,2.39,0.8,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos antibacteriano NEUTROMED   BOTE 300 ML,2.19,0.73,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos leche y miel PALMOLIVE   BOTE 300 ML,2.39,0.8,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos dermo protector SANEX   BOTE 250 ML,2.69,1.08,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos hidratante SANYTOL   BOTE 250 ML,2.99,1.2,,2023-07-10
dia-es,perfumeria_higiene_salud,Jabón líquido de manos para niños JOHNSON   BOTE 300 ML,2.15,0.72,,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas ultrafinas normal con alas ESOS DIAS  BOLSA 16 UD,1.49,0.09,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas ultrafinas super con alas ESOS DIAS  BOLSA 14 UD,1.49,0.11,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas ultrafina normal sin alas ESOS DIAS  BOLSA 16 UD,1.49,0.09,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas clásicas noche sin alas ESOS DIAS  BOLSA 10 UD,1.89,0.19,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas clásicas normal sin alas ESOS DIAS  BOLSA 20 UD,1.05,0.05,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips normal ESOS DIAS  CAJA 50 UD,1.79,0.04,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips maxi ESOS DIAS  CAJA 36 UD,1.89,0.05,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas normal con alas EVAX   BOLSA 16 UD,2.83,0.18,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas ultrafina noche con alas ESOS DIAS  BOLSA 10 UD,1.65,0.17,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips normal EVAX   50 UD,2.83,0.06,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón compacto con aplicador super plus BONTE EVERYDAY  CAJA 28 UD,2.99,0.11,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips clásico ESOS DIAS  CAJA 40 UD,0.99,0.02,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas super con alas AUSONIA   BOLSA 12 UD,2.26,0.19,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón compacto con aplicador normal BONTE EVERYDAY  CAJA 32 UD,3.25,0.1,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips maxi EVAX   CAJA 36 UD,3.02,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas normal sin alas EVAX   BOLSA 24 UD,2.54,0.11,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips flexiform CAREFREE   CAJA 30 UD,2.05,0.07,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas normal con alas AUSONIA   BOLSA 14 UD,2.26,0.16,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips maxi CAREFREE   CAJA 48 UD,2.83,0.06,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips normal CAREFREE   CAJA 56 UD,2.95,0.05,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia extra BONTE EVERYDAY  BOLSA 20 UD,4.45,0.22,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia extra TENA   BOLSA 10 UD,4.65,0.47,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas super con alas EVAX   BOLSA 10 UD,2.83,0.28,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón super TAMPAX   CAJA 20 UD,4.53,0.23,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas con alas EVAX   CAJA 64 UD,8.48,0.13,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips algodón orgánico CAREFREE   CAJA 30 UD,3.59,0.12,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protector cubrecamas 60x90 cm AMD   BOLSA 30 UD,10.09,0.34,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips duoform ESOS DIAS  CAJA 30 UD,1.95,0.07,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips normal plegado ESOS DIAS  BOLSA 30 UD,1.75,0.06,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas súper plegada esos ESOS DIAS  BOLSA 16 UD,1.49,0.09,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas normal plegada esos ESOS DIAS  BOLSA 18 UD,1.29,0.07,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón digital super O.B.   CAJA 16 UD,5.72,0.36,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Pants de incontinencia cintura alta talla L TENA   BOLSA 8 UD,11.95,1.49,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas incontinencia normal ultra TENA   BOLSA 16 UD,4.69,0.29,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips fresh normal plegado en bolsitas EVAX   CAJA 20 UD,1.13,0.06,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips flexiconfort cotton fresh CAREFREE   CAJA 20 UD,1.88,0.09,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas normal con alas EVAX   BOLSA 12 UD,3.15,0.26,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas super con alas EVAX   BOLSA 10 UD,3.15,0.32,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia normal TENA   BOLSA 12 UD,4.65,0.39,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas incontinencia mini discreet ultra TENA   BOLSA 20 UD,4.69,0.23,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón con aplicador normal BONTE EVERYDAY  ESTUCHE 20 UD,2.73,0.14,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia maxi BONTE EVERYDAY  BOLSA 12 UD,4.09,0.34,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips cotton aloe vera CAREFREE   CAJA 56 UD,3.86,0.07,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampones super plus pearl TAMPAX   CAJA 24 UD,5.09,0.21,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón super TAMPAX   CAJA 24 UD,5.29,0.22,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón regular TAMPAX   CAJA 24 UD,5.29,0.22,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia maxi noche AUSONIA   BOLSA 12 UD,7.75,0.65,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia normal AUSONIA   BOLSA 12 UD,4.49,0.37,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia mini AUSONIA   BOLSA 20 UD,4.15,0.21,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón digital regular O.B.   CAJA 32 UD,5.57,0.17,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia mini BONTE EVERYDAY  BOLSA 30 UD,4.19,0.14,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips maxi plus EVAX   CAJA 26 UD,3.02,0.12,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Pants de incontinencia plus talla L TENA   BOLSA 8 UD,11.69,1.46,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Pants de incontinencia plus talla M TENA   BOLSA 9 UD,11.65,1.29,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón digital super O.B.   CAJA 32 UD,6.29,0.2,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips plus long fresh CAREFREE   CAJA 40 UD,3.34,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Toallitas íntimas fresh CHILLY   BOLSA 12 UD,2.99,0.25,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas noche super plus AUSONIA   BOLSA 9 UD,2.54,0.28,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampones super plus compak TAMPAX   CAJA 18 UD,4.35,0.24,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia maxi night TENA   BOLSA 12 UD,8.49,0.71,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas noche con alas más larga AUSONIA   BOLSA 9 UD,2.26,0.25,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia normal BONTE EVERYDAY  BOLSA 24 UD,4.35,0.18,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Tampón compacto con aplicador super BONTE EVERYDAY  CAJA 32 UD,3.25,0.1,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips maxi fresh CAREFREE   CAJA 36 UD,2.07,0.06,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Toallitas íntimas con aloe vera CAREFREE   BOLSA 20 UD,3.89,0.19,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas super plus con alas EVAX   CAJA 10 UD,3.02,0.3,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Protegeslips normal fragancia fresca CAREFREE   CAJA 44 UD,2.07,0.05,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Compresas de incontinencia maxi TENA   BOLSA 12 UD,7.69,0.64,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Semillas de chía ECOCESTA   BOLSA 160 GR,2.3,14.38,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Semillas de lino amarillo DIA VITALDAY  BOLSA 250 GR,1.24,4.96,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Melatonina VIVISIMA+   CAJA 40 UD,4.09,0.1,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Alcachofa con boldo VIVISIMA+   CAJA 50 UD,3.99,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Colágeno VIVISIMA+   CAJA 50 UD,4.09,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Cola de caballo VIVISIMA+   CAJA 50 UD,4.05,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Valeriana VIVISIMA+   CAJA 50 UD,4.05,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Semillas de lino dorado ECOCESTA   BOLSA 160 GR,2.3,14.38,kg,2023-07-10
dia-es,perfumeria_higiene_salud,"Cabello, uñas y piel VIVISIMA+   CAJA 50 UD",3.99,0.08,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Jarabe detoxificante depurativo con alcachofera y zarzaparrilla NATUR TIERRA   CAJA 250 ML,6.99,27.96,l,2023-07-10
dia-es,perfumeria_higiene_salud,Semillas de sésamo tostado ECOCESTA   BOLSA 250 GR,3.05,12.2,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Carnitina + magnesio VIVISIMA+   CAJA 40 UD,3.99,0.1,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Colágeno hidrolizado y magnesio VIVISIMA+   LATA 250 GR,4.89,19.56,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Barrita de proteínas de coco y chocolate JUST LOADING   BOLSA 27 GR,1.09,40.37,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Cartílago de tiburón VIVISIMA+   CAJA 40 UD,4.99,0.12,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Jalea real VIVISIMA+   CAJA 12 UD,4.99,0.42,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Batido sustitutivo de chocolate BICENTURY   CAJA 5 UD,6.99,1.4,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Zumo de frutas con hierro HOHES C   BOTELLA 1 LT,2.89,2.89,l,2023-07-10
dia-es,perfumeria_higiene_salud,Batido sustitutivo de vainilla DIA VITALDAY  CAJA 296 GR,6.49,21.93,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Batido sustitutivo de chocolate DIA VITALDAY  CAJA 296 GR,6.49,21.93,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Adelgasitel infusión BICENTURY   CAJA 20 UD,2.69,0.13,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Zumo de frutas con vitamina d HOHES C   BOTELLA 1 LT,2.89,2.89,l,2023-07-10
dia-es,perfumeria_higiene_salud,Vitagomis para niños MULTICENTRUM   BOTE 30 UD,6.99,0.23,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Bebida isotónica sabor limón JUST LOADING   CAJA 30 GR,3.29,109.67,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Bebida isotónica sport de limón ISOSTAR   BOTE 400 GR,11.99,29.98,kg,2023-07-10
dia-es,perfumeria_higiene_salud,Colesterol NATUR TIERRA   BOTE 30 UD,5.99,0.2,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Café verde con zinc y colina VIVISIMA+   CAJA 40 UD,3.99,0.1,ud,2023-07-10
dia-es,perfumeria_higiene_salud,Jalea real con própolis para niños VIVE+   CAJA 12 UD,6.05,0.5,ud,2023-07-10
