,city,name,location,price,discount,m2,bedrooms,bathrooms,insert_date
241,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","229,999",0, 83, 1, 1,2023-10-15
242,Madrid,Piso en venta en Tetuán,"Bellas Vistas, Madrid","189,800",0, 48, 2, 1,2023-10-15
243,Madrid,Piso en venta en Tetuán,"Bellas Vistas, Madrid","145,000",0, 40,unknown, 1,2023-10-15
244,Madrid,Box/plaza de garaje en venta en Tetuán,"Valdeacederas, Madrid","12,500",0, 10,unknown,unknown,2023-10-15
245,Madrid,Piso en venta en San Blas,"Simancas, Madrid","135,000",6, 55, 3, 1,2023-10-15
246,Madrid,Piso en venta en Calle Musas,"San Blas, Canillejas, Madrid","160,000",6, 71, 3, 1,2023-10-15
247,Madrid,Piso en venta en Plaza de la Convivencia,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","135,000",0, 94, 3, 1,2023-10-15
248,Madrid,Piso en venta en Paseo Federico García Lorca,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","179,900",5, 8, 5, 1,2023-10-15
249,Madrid,Piso en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","259,000",0, 159, 5, 2,2023-10-15
250,Madrid,Local comercial en venta en Blvr. de José Prat,"Vicálvaro, Madrid","85,000",15, 67, 1, 2,2023-10-15
251,Madrid,Casa en venta en C. de Gomeznarro,"Hortaleza, Canillas, Madrid","275,750",4, 70, 2, 1,2023-10-15
252,Madrid,Piso en venta en Crta boadilla del monte,"Latina, Campamento, Madrid","195,000",0, 71, 3, 1,2023-10-15
253,Madrid,Piso en venta en C. de Gomeznarro,"Hortaleza, Canillas, Madrid","155,000",10, 65, 2,unknown,2023-10-15
254,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","170,000",6, 76, 3, 1,2023-10-15
255,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","175,000",0, 75, 3, 1,2023-10-15
256,Madrid,Piso en venta en Latina,"Aluche, Madrid","145,000",7, 69, 2, 1,2023-10-15
257,Madrid,Piso en venta en Latina,"Aluche, Madrid","210,000",6, 90, 3, 1,2023-10-15
258,Madrid,Piso en venta en Chamberí,Madrid,"899,000",0, 171, 3, 2,2023-10-15
259,Madrid,Piso en venta en Moratalaz,Madrid,"300,000",0, 9, 3, 2,2023-10-15
260,Madrid,Piso en venta en Centro,"Huertas - Cortes, Madrid","690,000",0, 133, 4, 1,2023-10-15
261,Madrid,Piso en venta en San Blas,"Simancas, Madrid","119,900",6, 49, 2, 1,2023-10-15
262,Madrid,Piso en venta en San Blas,"Simancas, Madrid","112,000",6, 55, 3, 1,2023-10-15
263,Madrid,Piso en venta en Latina,"Aluche, Madrid","260,000",6, 105, 4, 2,2023-10-15
264,Madrid,Piso en venta en Av. de Ramón y Cajal,"Hortaleza, Canillas, Madrid","430,000",0, 81, 2, 1,2023-10-15
265,Madrid,Piso en venta en Usera,"Moscardo - Antonio Lopez, Madrid","125,000",0, 47, 2, 1,2023-10-15
266,Madrid,Box/plaza de garaje en venta en Usera,"Moscardo - Antonio Lopez, Madrid","21,000",0, 1, 1,unknown,2023-10-15
267,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","249,000",0, 79, 2, 1,2023-10-15
268,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","400,000",0, 15, 3, 2,2023-10-15
269,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","230,000",13, 70, 3, 1,2023-10-15
270,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","110,000",0, 46, 2, 1,2023-10-15
271,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","209,000",3, 96, 4, 1,2023-10-15
272,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","175,000",3, 79, 3, 1,2023-10-15
273,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","199,900",0, 119, 4, 2,2023-10-15
274,Madrid,Piso en venta en C. de López de Hoyos,"Hortaleza, Canillas, Madrid","570,000",0, 113, 4, 2,2023-10-15
275,Madrid,Local comercial en venta en Tetuán,"Valdeacederas, Madrid","60,000",0, 160,unknown, 1,2023-10-15
276,Madrid,Piso en venta en Moratalaz,Madrid,"250,000",15, 93, 3, 2,2023-10-15
277,Madrid,Piso en venta en Calle del Lago Van,"Vicálvaro, Madrid","164,000",0, 65, 3, 1,2023-10-15
278,Madrid,Piso en venta en Villaverde,"Villaverde Alto, Madrid","116,000",0, 56, 2, 1,2023-10-15
279,Madrid,Piso en venta en Carabanchel,"Opañel - San Isidro, Madrid","170,000",6, 85, 4, 1,2023-10-15
280,Madrid,Local comercial en venta en Calle Eraso,"Salamanca, Guindalera, Madrid","40,000",0, 14,unknown,unknown,2023-10-15
281,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","585,000",5, 123, 3, 2,2023-10-15
282,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","165,000",2, 68, 2,unknown,2023-10-15
283,Madrid,Piso en venta en Hortaleza,"Virgen Del Cortijo - Manoteras, Madrid","495,000",0, 136, 3, 2,2023-10-15
284,Madrid,Piso en venta en Latina,"Aluche, Madrid","159,900",6, 8, 3, 1,2023-10-15
285,Madrid,Piso en venta en Calle de Cartagena,"Chamartín, Prosperidad, Madrid","159,000",12, 55, 1, 1,2023-10-15
286,Madrid,Piso en venta en Carabanchel,"Opañel - San Isidro, Madrid","125,000",8, 53, 2, 1,2023-10-15
287,Madrid,Piso en venta en Villaverde,"San Cristóbal, Madrid","86,000",5, 55, 2, 1,2023-10-15
288,Madrid,Piso en venta en Puente De Vallecas,"Entrevías, Madrid","120,000",6, 66, 3, 1,2023-10-15
289,Madrid,Piso en venta en Puente De Vallecas,"Entrevías, Madrid","130,000",6, 7, 3, 1,2023-10-15
290,Madrid,Piso en venta en Calle de Sta Genoveva,"Ciudad Lineal, Quintana, Madrid","179,900",4, 78,unknown, 1,2023-10-15
291,Madrid,Piso en venta en Latina,"Aluche, Madrid","148,000",7, 67, 2, 1,2023-10-15
292,Madrid,Piso en venta en Hortaleza,"Virgen Del Cortijo - Manoteras, Madrid","300,000",10, 87, 2, 1,2023-10-15
293,Madrid,Piso en venta en Hortaleza,"Virgen Del Cortijo - Manoteras, Madrid","380,000",0, 137, 4, 2,2023-10-15
294,Madrid,Piso en venta en Calle Hermanos Machado,"Ciudad Lineal, Quintana, Madrid","149,900",4, 58, 1, 1,2023-10-15
295,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","198,000",3, 70, 3, 1,2023-10-15
296,Madrid,Piso en venta en Villaverde,"Villaverde Alto, Madrid","159,000",0, 94, 3, 1,2023-10-15
297,Madrid,Terrenos en venta en Villaverde,"Villaverde Alto, Madrid","120,000",0, 215,unknown,unknown,2023-10-15
298,Madrid,Local comercial en venta en Villaverde,"Villaverde Alto, Madrid","60,000",20, 85,unknown, 1,2023-10-15
299,Madrid,Piso en venta en Chamberí,Madrid,"549,900",0, 117, 3, 1,2023-10-15
300,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","79,900",6, 23,unknown, 1,2023-10-15
301,Madrid,Piso en venta en Villaverde,"Villaverde Alto, Madrid","125,000",0, 68, 3, 1,2023-10-15
302,Madrid,Piso en venta en Tetuán,"Valdeacederas, Madrid","310,000",0, 105, 3, 1,2023-10-15
303,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","149,000",6, 5, 2, 1,2023-10-15
304,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","200,000",11, 60, 2, 1,2023-10-15
305,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","340,000",3, 83, 2, 1,2023-10-15
306,Madrid,Piso en venta en Chamartín,"Prosperidad, Madrid","375,000",0, 84,unknown, 2,2023-10-15
307,Madrid,Piso en venta en Chamartín,"Prosperidad, Madrid","470,000",13, 80, 4, 2,2023-10-15
308,Madrid,Piso en venta en Chamartín,"Prosperidad, Madrid","645,000",8, 11, 3, 2,2023-10-15
309,Madrid,Box/plaza de garaje en venta en C. Turaco,"Latina, Puerta Del Ángel, Madrid","19,000",0, 11, 9,unknown,2023-10-15
310,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","174,000",7, 64, 3, 1,2023-10-15
311,Madrid,Piso en venta en Moratalaz,Madrid,"300,000",15, 11, 3, 2,2023-10-15
312,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","209,000",13, 3, 2, 1,2023-10-15
313,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","420,000",3, 70, 2, 1,2023-10-15
314,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","179,900",3, 8, 3, 1,2023-10-15
315,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","139,000",0, 67, 3, 1,2023-10-15
316,Madrid,Piso en venta en Calle de Cartagena,"Chamartín, Prosperidad, Madrid","450,000",8, 10, 3, 2,2023-10-15
317,Madrid,Local comercial en venta en Calle de Cartagena,"Salamanca, Guindalera, Madrid","125,000",7, 49,unknown, 2,2023-10-15
318,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","135,000",10, 65, 3, 1,2023-10-15
319,Madrid,Piso en venta en Calle de Cartagena,"Chamartín, Prosperidad, Madrid","325,000",0, 64, 2, 1,2023-10-15
320,Madrid,Piso en venta en Avenida de América,"Chamartín, Prosperidad, Madrid","795,000",0, 148,unknown, 1,2023-10-15
321,Madrid,Piso en venta en Moratalaz,Madrid,"185,000",0, 69, 2, 1,2023-10-15
322,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","258,000",5, 86, 1, 1,2023-10-15
323,Madrid,Piso en venta en Moncloa - Aravaca,"Argüelles - Casa De Campo, Madrid","200,000",0, 43, 1, 1,2023-10-15
324,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","285,000",5, 110, 3,unknown,2023-10-15
325,Madrid,Local comercial en venta en Carabanchel,"Vista Alegre, Madrid","120,000",28, 110,unknown,unknown,2023-10-15
326,Madrid,Piso en venta en Carabanchel,"San Isidro, Madrid","210,000",0, 111, 4, 2,2023-10-15
327,Madrid,Box/plaza de garaje en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","11,500",5, 15,unknown,unknown,2023-10-15
328,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","161,000",6, 50, 2, 1,2023-10-15
329,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","145,000",3, 71, 3, 1,2023-10-15
330,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","199,000",0, 73, 3, 1,2023-10-15
331,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","149,000",7, 56, 3, 1,2023-10-15
332,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","219,000",0, 121, 4,unknown,2023-10-15
333,Madrid,Piso en venta en Latina,"Aluche, Madrid","220,000",0, 97, 4, 1,2023-10-15
334,Madrid,Piso en venta en Carabanchel,"Opañel - San Isidro, Madrid","130,000",14, 56, 2, 1,2023-10-15
335,Madrid,Piso en venta en Moratalaz,Madrid,"140,000",6, 66, 2, 1,2023-10-15
336,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","450,000",3, 128, 4, 2,2023-10-15
337,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","430,000",0, 11, 3, 2,2023-10-15
338,Madrid,Piso en venta en Moratalaz,Madrid,"265,000",15, 91, 3, 2,2023-10-15
339,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","439,000",7, 100, 3, 2,2023-10-15
340,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","168,000",0, 78, 3, 1,2023-10-15
341,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","145,000",0, 73, 3, 1,2023-10-15
342,Madrid,Piso en venta en Moncloa - Aravaca,"Valdezarza, Madrid","450,000",7, 111, 3, 2,2023-10-15
343,Madrid,Piso en venta en Latina,"Lucero, Madrid","207,000",0, 86, 3,unknown,2023-10-15
344,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","228,000",1, 55, 3, 1,2023-10-15
345,Madrid,Box/plaza de garaje en venta en Calle Oca,"Carabanchel, Vista Alegre, Madrid","15,000",0, 13,unknown,unknown,2023-10-15
346,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","189,000",0, 5, 3,unknown,2023-10-15
347,Madrid,Piso en venta en San Blas,"Simancas, Madrid","124,999",0, 47, 2, 1,2023-10-15
348,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","410,000",7, 105, 4, 2,2023-10-15
349,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","125,000",0, 58, 2, 1,2023-10-15
350,Madrid,Piso en venta en Chamberí,Madrid,"405,000",6, 85, 4, 1,2023-10-15
351,Madrid,Piso en venta en Chamberí,Madrid,"990,000",0, 173, 3, 2,2023-10-15
352,Madrid,Piso en venta en Tetuán,"Valdeacederas, Madrid","285,000",0, 9, 2, 1,2023-10-15
353,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","360,000",4, 117, 3, 1,2023-10-15
354,Madrid,Local comercial en venta en Tetuán,"Valdeacederas, Madrid","159,900",6, 79, 2, 1,2023-10-15
355,Madrid,Piso en venta en Latina,"Aluche, Madrid","265,000",6, 90, 3, 1,2023-10-15
356,Madrid,Local comercial en venta en Chamartín,"Ciudad Jardín, Madrid","170,000",0, 4,unknown, 1,2023-10-15
357,Madrid,Box/plaza de garaje en venta en Chamartín,"Ciudad Jardín, Madrid","9,000",19, 14,unknown,unknown,2023-10-15
358,Madrid,Box/plaza de garaje en venta en Tetuán,"Valdeacederas, Madrid","21,500",0, 20,unknown, 1,2023-10-15
359,Madrid,Piso en venta en Latina,"Aluche, Madrid","145,000",7, 67, 2, 1,2023-10-15
360,Madrid,Piso en venta en Latina,"Aluche, Madrid","227,500",6, 89, 3, 1,2023-10-15
361,Madrid,Local comercial en venta en Arganzuela,"Imperial, Madrid","225,000",16, 11,unknown, 1,2023-10-15
362,Madrid,Piso en venta en Ciudad Lineal,"Quintana, Madrid","145,000",0, 47, 3, 1,2023-10-15
363,Madrid,Piso en venta en Ciudad Lineal,"Quintana, Madrid","459,000",6, 176, 5, 3,2023-10-15
364,Madrid,Piso en venta en Ciudad Lineal,"Quintana, Madrid","198,000",2, 53, 2, 2,2023-10-15
365,Madrid,Piso en venta en Avenida Hellin,"San Blas, Rosas, Madrid","115,000",5, 53, 2, 1,2023-10-15
366,Madrid,Piso en venta en Tetuán,"Bellas Vistas, Madrid","150,000",0, 26, 1, 1,2023-10-15
367,Madrid,Piso en venta en Moncloa - Aravaca,"Valdezarza, Madrid","225,000",6, 75, 5, 1,2023-10-15
368,Madrid,Piso en venta en Villaverde,"Villaverde Bajo - Oroquieta - Espinillo, Madrid","156,000",4, 84, 2, 1,2023-10-15
369,Madrid,Piso en venta en P.º de Extremadura,"Latina, Puerta Del Ángel, Madrid","265,000",0, 73, 3, 2,2023-10-15
370,Madrid,Piso en venta en Calle Autogiro,"Barajas, Alameda De Osuna, Madrid","179,000",0, 65, 3, 1,2023-10-15
371,Madrid,Piso en venta en San Blas,"Simancas, Madrid","119,500",3, 51, 2,unknown,2023-10-15
372,Madrid,Piso en venta en Latina,"Puerta Del Ángel, Madrid","260,000",0, 71, 3, 1,2023-10-15
373,Madrid,Local comercial en venta en Latina,"Puerta Del Ángel, Madrid","55,000",0, 26,unknown, 1,2023-10-15
374,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","156,000",5, 55, 2, 1,2023-10-15
375,Madrid,Box/plaza de garaje en venta en Villa De Vallecas,"Santa Eugenia, Madrid","19,000",0, 15,unknown,unknown,2023-10-15
376,Madrid,Box/plaza de garaje en venta en Villa De Vallecas,"Santa Eugenia, Madrid","22,500",0, 16,unknown,unknown,2023-10-15
377,Madrid,Piso en venta en Villa De Vallecas,"Santa Eugenia, Madrid","307,260",4, 111, 3, 2,2023-10-15
378,Madrid,Piso en venta en Centro,"Huertas - Cortes, Madrid","199,000",3, 46, 1, 1,2023-10-15
379,Madrid,Casa en venta en Salamanca,"Fuente Del Berro, Madrid","950,000",0, 210, 6, 2,2023-10-15
380,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","389,000",1, 300, 5, 3,2023-10-15
381,Madrid,Local comercial en venta en Chamberí,Madrid,"320,000",0, 101, 7, 1,2023-10-15
382,Madrid,Piso en venta en Barajas,"Alameda De Osuna, Madrid","895,000",0, 400, 3, 5,2023-10-15
383,Madrid,Terrenos en venta en C. Cometa,"Barajas, Alameda De Osuna, Madrid","180,000",10, 138,unknown,unknown,2023-10-15
384,Madrid,Piso en venta en Latina,"Puerta Del Ángel, Madrid","184,000",6, 75, 3, 1,2023-10-15
385,Madrid,Piso en venta en Moncloa - Aravaca,"Valdezarza, Madrid","199,999",10, 78, 3, 1,2023-10-15
386,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","245,000",2, 77, 2, 1,2023-10-15
387,Madrid,Box/plaza de garaje en venta en Latina,"Puerta Del Ángel, Madrid","27,000",7, 13,unknown,unknown,2023-10-15
388,Madrid,Piso en venta en C. José Silva,"Hortaleza, Canillas, Madrid","990,000",0, 140, 2, 2,2023-10-15
389,Madrid,Box/plaza de garaje en venta en C. de Monseñor Oscar Romero,"Carabanchel, Vista Alegre, Madrid","4,500",0, 11,unknown,unknown,2023-10-15
390,Madrid,Casa en venta en San Blas,"Simancas, Madrid","225,000",0, 80, 3, 1,2023-10-15
391,Madrid,Local comercial en venta en Calle de Raimundo Fernández Villaverde,"Tetuán, Cuzco - Castillejos, Madrid","209,900",5, 98,unknown, 2,2023-10-15
392,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","280,000",0, 69, 2, 2,2023-10-15
393,Madrid,Piso en venta en Villaverde,"Villaverde Bajo - Oroquieta - Espinillo, Madrid","139,000",0, 8, 3, 1,2023-10-15
394,Madrid,Box/plaza de garaje en venta en C. de María Odiaga,"Carabanchel, Puerta Bonita - Abrantes, Madrid","12,000",0, 10,unknown,unknown,2023-10-15
395,Madrid,Piso en venta en Calle Piedrahita,"Carabanchel, Puerta Bonita - Abrantes, Madrid","148,000",0, 46, 2, 1,2023-10-15
396,Madrid,Piso en venta en Moncloa - Aravaca,"Argüelles - Casa De Campo, Madrid","210,000",0, 6, 3, 1,2023-10-15
397,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","170,000",0, 110, 3, 2,2023-10-15
398,Madrid,Local comercial en venta en Chamartín,"Castilla, Madrid","163,000",9, 68,unknown, 1,2023-10-15
399,Madrid,Piso en venta en Carabanchel,"Marque De Vadillo - Comillas, Madrid","199,000",0, 53, 2, 1,2023-10-15
400,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","435,000",0, 110, 3, 2,2023-10-15
401,Madrid,Piso en venta en San Blas,"Simancas, Madrid","117,000",0, 48, 2, 1,2023-10-15
402,Madrid,Piso en venta en Fuencarral,"Pilar, Madrid","150,000",4, 66, 2, 1,2023-10-15
403,Madrid,Piso en venta en Latina,"Las Aguilas - Cuatro Vientos, Madrid","173,000",0, 75, 3, 1,2023-10-15
404,Madrid,Piso en venta en Chamberí,Madrid,"249,000",7, 51, 2, 1,2023-10-15
405,Madrid,Piso en venta en Usera,"Orcasitas - San Fermin, Madrid","160,000",4, 67, 3, 1,2023-10-15
406,Madrid,Piso en venta en Chamberí,Madrid,"639,000",0, 16, 4, 2,2023-10-15
407,Madrid,Piso en venta en Puente De Vallecas,"Entrevías, Madrid","138,000",6, 65, 2, 1,2023-10-15
408,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","119,000",0, 45, 1,unknown,2023-10-15
409,Madrid,Piso en venta en Puente De Vallecas,"Numancia, Madrid","79,000",0, 45, 1,unknown,2023-10-15
410,Madrid,Piso en venta en Puente De Vallecas,"Entrevías, Madrid","129,000",6, 69, 3, 1,2023-10-15
411,Madrid,Casa en venta en Villaverde,"Villaverde Alto, Madrid","329,000",0, 230, 3, 1,2023-10-15
412,Madrid,Piso en venta en Av. Donostiarra,"Ciudad Lineal, Concepción, Madrid","210,000",0, 65, 2, 1,2023-10-15
413,Madrid,Piso en venta en Tetuán,"Bellas Vistas, Madrid","330,000",0, 95, 3,unknown,2023-10-15
414,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","299,000",0, 143, 4, 2,2023-10-15
415,Madrid,Piso en venta en Centro,"Lavapiés - Embajadores, Madrid","129,000",14,, 1, 1,2023-10-15
416,Madrid,Piso en venta en Plaza del jubilado,"Barajas, Alameda De Osuna, Madrid","159,900",4, 38, 1, 1,2023-10-15
417,Madrid,Piso en venta en Latina,"Aluche, Madrid","194,000",3, 80, 3, 1,2023-10-15
418,Madrid,Piso en venta en Latina,"Aluche, Madrid","179,000",3, 70, 3, 1,2023-10-15
419,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","190,000",6, 55, 2, 1,2023-10-15
420,Madrid,Piso en venta en Ciudad Lineal,"Ventas, Madrid","220,000",0, 83, 3, 1,2023-10-15
421,Madrid,Piso en venta en Latina,"Aluche, Madrid","178,000",3, 80, 3, 1,2023-10-15
422,Madrid,Piso en venta en Fuencarral,"Fuencarral - Tres Olivos - Virgen De Begoña, Madrid","305,000",0, 105, 4, 2,2023-10-15
423,Madrid,Piso en venta en Fuencarral,"Peñagrande, Madrid","185,000",12, 33, 1, 1,2023-10-15
424,Madrid,Piso en venta en Centro,"Huertas - Cortes, Madrid","359,000",8, 89, 2, 2,2023-10-15
425,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","210,000",13, 76, 3, 1,2023-10-15
426,Madrid,Piso en venta en Calle de Palencia,"Tetuán, Cuzco - Castillejos, Madrid","109,900",13, 3, 1, 1,2023-10-15
427,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","135,000",3, 57, 3, 1,2023-10-15
428,Madrid,Local comercial en venta en Puente De Vallecas,"Numancia, Madrid","130,000",2, 204, 4,unknown,2023-10-15
429,Madrid,Piso en venta en Plaza Ángel Carbajo,"Tetuán, Cuzco - Castillejos, Madrid","415,000",10, 87, 3, 2,2023-10-15
430,Madrid,Piso en venta en Paseo Marqués de Zafra,"Salamanca, Fuente Del Berro, Madrid","595,000",0, 140, 3, 2,2023-10-15
431,Madrid,Local comercial en venta en Latina,"Lucero, Madrid","123,000",0, 65,unknown,unknown,2023-10-15
432,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","250,000",0, 40, 1, 1,2023-10-15
433,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","220,000",0, 68, 3, 1,2023-10-15
434,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","139,900",16, 58, 2, 1,2023-10-15
435,Madrid,Local comercial en venta en Latina,"Lucero, Madrid","63,000",0, 30,unknown,unknown,2023-10-15
436,Madrid,Local comercial en venta en Fuencarral,"Pilar, Madrid","105,000",0, 40,unknown, 1,2023-10-15
437,Madrid,Piso en venta en Villaverde,"Villaverde Bajo - Oroquieta - Espinillo, Madrid","139,000",0, 83, 3, 1,2023-10-15
438,Madrid,Piso en venta en Latina,"Puerta Del Ángel, Madrid","107,000",3, 24, 1,unknown,2023-10-15
439,Madrid,Piso en venta en Moratalaz,Madrid,"258,000",5, 11, 3, 1,2023-10-15
440,Madrid,Box/plaza de garaje en venta en Retiro,Madrid,"25,000",4, 10,unknown,unknown,2023-10-15
441,Madrid,Edificio en venta en Calle de Cicerón,"Tetuán, Cuzco - Castillejos, Madrid","3,190,000",6, 900,unknown,unknown,2023-10-15
442,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","230,000",0, 83, 3, 1,2023-10-15
443,Madrid,Piso en venta en Vicálvaro,Madrid,"318,000",0, 85, 3, 2,2023-10-15
444,Madrid,Piso en venta en Latina,"Lucero, Madrid","230,000",0, 71, 3, 1,2023-10-15
445,Madrid,Box/plaza de garaje en venta en Retiro,Madrid,"24,000",4, 1,unknown,unknown,2023-10-15
446,Madrid,Piso en venta en Virgen de la Roca,"Ciudad Lineal, Concepción, Madrid","240,000",0, 83, 2, 1,2023-10-15
447,Madrid,Piso en venta en C. de Villablanca,"Vicálvaro, Madrid","115,000",11, 6, 2, 1,2023-10-15
448,Madrid,Piso en venta en Moratalaz,Madrid,"275,000",5, 103, 3,unknown,2023-10-15
449,Madrid,Piso en venta en Usera,"Almendrales - Pradolongo, Madrid","149,990",4, 78, 3, 1,2023-10-15
450,Madrid,Piso en venta en Moratalaz,Madrid,"256,000",0, 9, 3, 2,2023-10-15
451,Madrid,Piso en venta en Calle Pico La Brujula,"Villa De Vallecas, Casco Histórico De Vallecas, Madrid","116,900",9, 50, 2, 1,2023-10-15
452,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","275,000",0, 73, 2, 1,2023-10-15
453,Madrid,Box/plaza de garaje en venta en Carabanchel,"Carabanchel Alto - Buena Vista, Madrid","13,000",0, 1,unknown,unknown,2023-10-15
454,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","240,000",0, 77, 2, 1,2023-10-15
455,Madrid,Piso en venta en Fuencarral,"Arroyo Del Fresno, Madrid","340,000",5, 90, 3, 2,2023-10-15
456,Madrid,Piso en venta en Villa De Vallecas,"Santa Eugenia, Madrid","260,000",4, 97, 2, 2,2023-10-15
457,Madrid,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Madrid","140,000",0, 55, 2, 1,2023-10-15
458,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","169,000",2, 5, 3, 1,2023-10-15
459,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","179,000",2, 60, 3, 1,2023-10-15
460,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","229,000",0, 78, 3, 1,2023-10-15
461,Madrid,Piso en venta en Hortaleza,"Pinar Del Rey, Madrid","419,000",6, 125, 4, 2,2023-10-15
462,Madrid,Piso en venta en Villa De Vallecas,"Santa Eugenia, Madrid","293,550",4, 106, 4, 2,2023-10-15
463,Madrid,Piso en venta en Centro,"Palacio, Madrid","240,000",0, 48, 1, 1,2023-10-15
464,Madrid,Piso en venta en Puente De Vallecas,"Palomeras - Portazgo, Madrid","179,900",9, 113, 3, 2,2023-10-15
465,Madrid,Piso en venta en Retiro,Madrid,"315,000",4, 68, 2, 1,2023-10-15
466,Madrid,Piso en venta en Hortaleza,"Canillas, Madrid","184,000",4, 63, 3, 1,2023-10-15
467,Madrid,Piso en venta en Chamberí,Madrid,"215,000",5, 39, 1, 1,2023-10-15
468,Madrid,Piso en venta en Latina,"Lucero, Madrid","145,000",0, 4, 2, 1,2023-10-15
469,Madrid,Piso en venta en Ciudad Lineal,"Concepción, Madrid","269,000",6, 80, 2, 1,2023-10-15
470,Madrid,Piso en venta en San Blas,"Canillejas, Madrid","320,000",0, 144, 3, 2,2023-10-15
471,Madrid,Terrenos en venta en Carabanchel,"Opañel - San Isidro, Madrid","850,000",0, 388, 5,unknown,2023-10-15
472,Madrid,Box/plaza de garaje en venta en Usera,"Almendrales - Pradolongo, Madrid","8,000",20, 5,unknown,unknown,2023-10-15
473,Madrid,Piso en venta en Arganzuela,"Delicias - Embajadores, Madrid","189,000",0, 50,unknown,unknown,2023-10-15
